Product Name,Anonymous ID,User Comments,Feature Request/Enhancement,n/a,Other Issue/ Negative Feedback,Positive Feedback,Process Issues,Support Issue,Technical & Performance Issues,Usability Issue
PJM,2420,Risk information (Red / Yellow) is passive and dormant data.  We need to be able to build this into a useful risk log that can be a helpful output to PMs for J&A.  These should also be linked to content in the CPP to avoid double entry of information. CPP is currently too inflexible. ,1,0,0,0,0,0,1,0
SI LOCAL,1378,"I feel that the system is not user friendly, terminology is weird, it is not as obvious as it should be to understand how to generate certain actions!  An example of this is the reporting function, it is too convoluted around perimeters and not straight forward. I would also like something that shows what we need to do to stay compliant maybe a report that indicates when items should be completed by date wise or something that indicates priority vs date to complete to stay compliant. I just feel as though the system could be more user friendly and help us to achieve our objective rather than just state where we are! ",1,0,0,0,0,0,1,1
PJM,791,"The PDA tool interface could be a better. It hangs a lot, adding people for visibility is a hit or a miss, it should be integrated with J&A process, one should be able to add drawings and documents.",1,0,0,0,0,0,1,1
SI LOCAL,1744,User facing and onboarding the clients configuration screens should be separated. Right now everything is put on to one application. And based on the role it is shown. This makes the application heavier and also affects the performance of the application. ,1,0,0,0,0,1,1,0
ServiceInsight7,3048,"Improvement to how data is linked would be helpful Example. If you close a building in Level 2 of SI today, you have to manually go in and close all Floors and rooms. Same for updating the FM. That FM field should replicate to all Floor/Room levels. ",1,0,0,0,0,0,1,0
PJM,1003,Data base of clients is not always up to date.  Would be handy when selecting a client a lot of the additional information is automatically filled in.   ,1,0,0,0,0,0,1,0
ServiceInsight7,4993,"since the beginning of the month of June and throughout every month, we have failed transfers of demands from ServiceInsight to the Kenvue and J&J Maximo CMMS",1,0,0,0,0,0,1,0
PJM,2524,Some data could not be found from the columns and had to fill in a dummy option to ensure the system workflow could proceed. Hope this can be improved.,1,0,0,0,0,0,1,0
SI LOCAL,195,"7.End users of SI Request are unable to update their profile information after the first registration. If we have a user that moves office areas after their first login they cannot update their default information in the system and must submit a ticket to the account team who then submits a ticket to the central support team, again simple change, 1-2 weeks lead time. ",1,0,0,0,0,0,1,0
SI LOCAL,195,"13.The system includes a number of PM plan instruction sets that are incorrect. There is a suite of instruction sets in the platform that are missing whole sections of steps. For example, an HVAC maintenance instruction set that has 40 steps will have steps 5 ‚Äì 21 and then the text will stop. It will have skipped the safety steps and just randomly stop. This can lead to compliance issues, maintenance issues, and ultimately puts the accounts at risk. The US has made moves to correct these in the global job plan instruction sets but those bad instruction sets still exist in the system for other accounts to mistakenly select. SI Tech, engineers cannot easily identify a round vs a standard PM ‚ SI Tech, engineers do not receive notifications/alerts on key items within the service desk ‚SI Local, management, etc. do not receive alerts when tickets are approaching breach.",1,0,0,0,0,0,1,0
ServiceInsight7,3522,"if the system could be faster, would be a greater help",1,0,0,0,0,0,1,0
ServiceInsight7,3756, The app is incredibly glitch and has a dated UI aesthetic. A massive overhaul of just a brand new not internal system would be needed to be actually helpful. ,1,0,0,0,0,0,1,0
ServiceInsight7,3978,A more modern and streamlined system just to fasten the process and avoid missed kpis or inorrect details would be a huge help,1,0,0,0,0,0,1,0
SI LOCAL,1518,Stop logging me out every 30 seconds (exaggerated but still bad) ,1,0,0,0,0,0,1,0
SI LOCAL,3131,Better system support.,1,0,0,0,0,0,1,0
SI LOCAL,2886,"When session timeout warning occurs, allow a true extend of current session, I.E. not wiping the current workspace. Increase server bandwidth so that the searches and commands refresh at a more reasonable rate (wait times are currently ridiculously slow) ",1,0,0,0,0,0,1,0
SI LOCAL,1517,"system is slow, not intuitive and appears out dated compared to competitors ",0,0,0,0,1,0,1,1
SI LOCAL,2750,Make it work properly. Have sufficient support. It is far to complicated. It takes years to implement and still it does not meet the needs from our operating teams. ,0,0,0,0,1,0,1,1
SI LOCAL,2210,"It is not suitable for the operations in Denmark We need to handle most process in excel or in other programs instead.  When we are sending asset, PM or locations changes for upload, it takes several weeks and the result are having a lot of mistakes (its not equal to upload file).  Its complexs for technician to navigate in - the tech app are not showing the most valuable data first.   Overall it is not a recommendable system for facility managment. wish it will be priorities higher to fixes this program so our operation can work smarter and more effective - we need a better program!  ",0,0,0,0,1,0,1,1
SI LOCAL,195,"12.The bulk load process is plagued with issues and does not ensure data fidelity. We're having to rework generally ALL our mobilizations based on incorrect bulk loaded data. This could be wrong instruction sets, wrong categories, SLA's, incomplete data loads, etc. Since this happens on every mobilization regardless of the person doing the setup this means that the tool is the issue. This rework is often billed to the accounts and is not discovered until the first account audit or is caught by the customer‚ not ideal. ",0,0,0,0,1,0,1,0
ServiceInsight7,3461,"Process can be simpllified (like too many prompts or mandatory checks to be cleared, before proceeding further).  ",0,0,0,0,1,0,1,0
ServiceInsight7,5852," Sometimes it is unable to find a caller in the system even though they have made several requests before, this is something that should be looked into - again another time consuming issue especially during a fast paced working environment where client calls are very high demand.",0,0,0,0,1,0,1,0
SI LOCAL,1562,"it doesnt display full screen very well, job desricptions are not visible at a glance. Also slow to work with. ",0,0,0,0,0,0,1,1
SI LOCAL,298,PPM planning / changes is too difficult Assigning jobs to engineers takes too long System has no functionality to upload documents Linking jobs is to difficult System doesnt produce jobs sheets to show completion of PPMs,0,0,0,0,0,1,1,1
SI LOCAL,410,It's not very intuitive. The process to modify or create new assets is complicated. It should be simplified. If i want to add a lot of new assets or change location of many assets i can't do it myself i need to ask DT support to do it and there is a cost. The excel extracts in the quick list doesn't show all the dates i.e. Date Completion. I would appreciate if i have automatic reminder when a work order is about to be complete. Maybe all these functions exist but it's complicated to find them yourself,0,0,0,0,0,1,1,1
ServiceInsight7,2482,Jarvis number R which then pulls the true R number that ISS work from is confusing. ,0,0,0,0,0,0,1,1
ServiceInsight7,2028,"I'm a vendor who submits invoices in the portal, it's very difficult to search for WO's and the screen is not user friendly, it's too long so you have to scroll a lot to find what you need",0,0,0,0,0,0,1,1
PJM,2420,Several tools are accessed via Tableau.  This is very slow to filter and select data. Permissions for access are not able to be set to meet my needs.  ,0,0,0,0,0,0,1,1
ServiceInsight7,6139,"Cumbersome to use, not user friendly. ",0,0,0,0,0,0,1,1
SI LOCAL,2364,"there is always a problem with the system, half of the time it never works on my laptop. hard to navigate",0,0,0,0,0,0,1,1
ServiceInsight7,4078,"I whish the system would not log you our out of the no where, sometimes I am working and the system logs me out and it has nothing to do with inactivity. it just does.  ",0,0,0,0,0,0,1,1
SI LOCAL,1042,"The SLA screen takes forever to load. When doing multiple SLAs it can take hours to get the job done.  A cleaner, modern UI would be great.  Searching for employees using the first name. We have many users that have the same surname.",0,0,0,0,0,0,1,1
ServiceInsight7,2482, System sometimes crashes without any update from CBRE ,0,0,0,0,0,0,1,1
SI LOCAL,1104,The current system is very slow and it can sometimes take longer to start a job on the app than it takes to actually complete the task,0,0,0,0,0,0,1,1
